,brand,owner,fuel,selling_price
1782,Chevrolet,first,cng,2270000
1783,Chevrolet,third,diesel,2740000
1784,Tesla,third,lpg,8530000
1785,Nissan,second,lpg,5730000
1786,Jeep,first,petrol,3800000
1787,Mitsubishi,third,lpg,9650000
1788,Ford,third,lpg,2740000
1789,Renault,second,petrol,9160000
1790,Kia,second,diesel,7290000
1791,Chevrolet,second,petrol,1160000
1792,Ferrari,first,diesel,6710000
1793,Porsche,second,lpg,7350000
1794,Jaguar,second,lpg,3440000
1795,Ford,third,diesel,6030000
1796,Chevrolet,second,diesel,1920000
1797,Jaguar,third,lpg,6110000
1798,Ford,first,petrol,1750000
1799,Renault,third,cng,4170000
1800,Volkswagen,second,diesel,4530000
1801,Volkswagen,third,lpg,3490000
1802,Tesla,third,cng,9370000
1803,Renault,first,lpg,2190000
1804,Volvo,first,petrol,5790000
1805,Volvo,second,petrol,5470000
1806,Renault,third,petrol,3660000
1807,Tesla,second,diesel,5110000
1808,Chevrolet,second,cng,6790000
1809,Chevrolet,first,petrol,5820000
1810,BMW,second,cng,5390000
1811,BMW,first,cng,2320000
1812,Volvo,third,petrol,9660000
1813,Ferrari,third,diesel,2200000
1814,Volvo,third,lpg,9400000
1815,Renault,third,diesel,1410000
1816,Jaguar,first,diesel,5810000
1817,Peugeot,second,lpg,8020000
1818,Peugeot,third,diesel,8060000
1819,Toyota,second,petrol,1210000
1820,Volkswagen,first,lpg,8200000
1821,Peugeot,third,diesel,1810000
1822,Tesla,second,lpg,7580000
1823,Chevrolet,second,petrol,6360000
1824,Audi,third,cng,7510000
1825,Jaguar,second,cng,4230000
1826,Ford,third,petrol,7580000
1827,Audi,first,diesel,9480000
1828,Porsche,third,petrol,7100000
1829,Ford,second,diesel,9040000
1830,Peugeot,second,petrol,3850000
1831,Jaguar,third,diesel,9720000
1832,Renault,third,petrol,5840000
1833,Volkswagen,second,diesel,2510000
1834,Toyota,third,petrol,1350000
1835,Honda,second,lpg,4020000
1836,Audi,second,petrol,6690000
1837,Renault,first,cng,7560000
1838,Volvo,first,cng,3150000
1839,Porsche,second,petrol,5450000
1840,Ferrari,first,cng,7230000
1841,Volvo,second,diesel,5300000
1842,Peugeot,first,diesel,3670000
1843,Chevrolet,first,diesel,4830000
1844,Peugeot,second,diesel,6340000
1845,Audi,second,diesel,7370000
1846,Volvo,third,diesel,2750000
1847,Volkswagen,second,diesel,2170000
1848,Ferrari,second,diesel,3890000
1849,Jaguar,first,diesel,7060000
1850,Audi,second,cng,8810000
1851,Volvo,first,diesel,9230000
1852,Ferrari,second,diesel,6140000
1853,Toyota,second,diesel,8800000
1854,Tesla,third,petrol,6780000
1855,Toyota,second,petrol,1150000
1856,Jaguar,third,lpg,1100000
1857,Audi,second,lpg,3360000
1858,Volvo,third,petrol,5880000
1859,Renault,third,petrol,7230000
1860,Audi,third,cng,2740000
1861,Jaguar,third,diesel,5600000
1862,Audi,third,diesel,3050000
1863,Jaguar,first,petrol,4170000
1864,Jaguar,second,lpg,7560000
1865,Audi,third,lpg,2370000
1866,Toyota,third,petrol,8540000
1867,Porsche,third,petrol,6560000
1868,Ford,third,diesel,6890000
1869,Jeep,second,lpg,6230000
1870,Porsche,second,cng,9880000
1871,Audi,second,diesel,7700000
1872,Ferrari,third,cng,2230000
1873,Jaguar,second,diesel,9790000
1874,Audi,first,lpg,5580000
1875,Renault,first,petrol,4690000
1876,Audi,third,cng,8430000
1877,Ferrari,third,petrol,7650000
1878,Ferrari,second,cng,8310000
1879,Ford,first,lpg,9260000
1880,Peugeot,third,lpg,9010000
1881,Lamborghini,first,diesel,2080000
1882,Volvo,second,petrol,7570000
1883,Jaguar,second,diesel,3400000
1884,Volvo,third,cng,1010000
1885,Porsche,second,lpg,9470000
1886,Toyota,second,diesel,6780000
1887,Tesla,second,petrol,2450000
1888,Ferrari,first,diesel,9830000
1889,Tesla,first,lpg,4000000
1890,Ferrari,third,cng,8730000
1891,Audi,second,petrol,7280000
1892,Toyota,third,cng,1050000
1893,Jaguar,first,lpg,1360000
1894,Porsche,third,cng,6580000
1895,Honda,third,cng,5700000
1896,Jaguar,second,diesel,3990000
1897,Renault,first,lpg,3030000
1898,BMW,first,lpg,5870000
1899,Chevrolet,first,petrol,8380000
1900,Chevrolet,first,diesel,5890000
1901,Ferrari,third,cng,8150000
1902,Toyota,second,petrol,7250000
1903,Audi,third,cng,5590000
1904,Jaguar,second,petrol,8930000
1905,Porsche,second,petrol,5460000
1906,Ford,third,petrol,8790000
1907,Jaguar,third,diesel,1140000
1908,Volvo,second,petrol,7560000
1909,Tesla,first,lpg,7900000
1910,Jaguar,second,cng,3270000
1911,Ford,second,petrol,6410000
1912,BMW,first,diesel,2860000
1913,Peugeot,first,lpg,9300000
1914,Ford,third,petrol,1120000
1915,Ferrari,first,lpg,6830000
1916,Tesla,first,lpg,8940000
1917,Ford,first,cng,6840000
1918,Peugeot,first,petrol,2580000
1919,Audi,third,lpg,7630000
1920,Jaguar,third,petrol,2420000
1921,Porsche,third,petrol,3930000
1922,Chevrolet,third,diesel,8940000
1923,Ferrari,second,lpg,2480000
1924,Renault,first,cng,1100000
1925,Volvo,third,lpg,1740000
1926,Tesla,first,petrol,1640000
1927,Chevrolet,second,cng,9130000
1928,Jaguar,third,diesel,7650000
1929,Ferrari,second,lpg,8310000
1930,Renault,first,petrol,8020000
1931,Ferrari,first,diesel,2260000
1932,Audi,second,cng,4310000
1933,Ford,first,diesel,3800000
1934,Tesla,third,cng,7920000
1935,Renault,third,lpg,5020000
1936,Renault,second,petrol,8110000
1937,Ferrari,second,lpg,7370000
1938,Volkswagen,third,petrol,5910000
1939,Kia,third,lpg,4610000
1940,Audi,second,lpg,5230000
1941,Renault,first,petrol,5260000
1942,Volvo,second,petrol,7500000
1943,Chevrolet,third,diesel,6390000
1944,Honda,first,cng,4170000
1945,Ferrari,third,petrol,1330000
1946,Jaguar,first,diesel,6270000
1947,Toyota,third,cng,4010000
1948,Ferrari,second,lpg,5060000
1949,Toyota,first,cng,6280000
1950,Ford,first,lpg,8870000
1951,Ferrari,first,lpg,1710000
1952,Ford,second,cng,9210000
1953,Ford,second,lpg,8570000
1954,Chevrolet,first,lpg,6230000
1955,Porsche,third,petrol,7980000
1956,Porsche,third,diesel,7470000
1957,Toyota,first,lpg,4460000
1958,Renault,second,lpg,9960000
1959,Renault,first,diesel,7730000
1960,Honda,third,cng,9150000
1961,Volvo,second,cng,4560000
1962,Chevrolet,third,lpg,6170000
1963,Peugeot,third,lpg,8750000
1964,Jaguar,first,cng,5560000
1965,Renault,first,lpg,1050000
1966,Volvo,third,diesel,4410000
1967,Chevrolet,first,cng,4740000
1968,Renault,third,petrol,1310000
1969,Volkswagen,second,cng,1770000
1970,Tesla,third,petrol,9190000
1971,Volkswagen,second,diesel,5430000
1972,Tesla,first,cng,7450000
1973,Audi,first,diesel,9120000
1974,Peugeot,third,diesel,2060000
1975,Volvo,third,cng,4950000
1976,Volvo,second,diesel,3630000
1977,Porsche,second,diesel,5350000
1978,Volvo,first,petrol,7300000
1979,Jaguar,third,cng,1600000
1980,Volvo,second,cng,5240000
1981,Jaguar,third,lpg,6770000
1982,Renault,second,lpg,5750000
1983,Audi,first,diesel,7360000
1984,Jaguar,second,lpg,2100000
1985,Jaguar,second,lpg,2760000
1986,Toyota,first,cng,2430000
1987,Chevrolet,first,diesel,7230000
1988,Ford,third,diesel,8000000
1989,Renault,third,diesel,9500000
1990,Volvo,third,lpg,1800000
1991,Ferrari,first,petrol,3280000
1992,Renault,second,petrol,3050000
1993,Jaguar,third,lpg,6340000
1994,Porsche,first,petrol,8060000
1995,Renault,third,lpg,7910000
1996,Renault,first,petrol,2910000
1997,Ferrari,third,diesel,9540000
1998,Ferrari,third,diesel,1410000
1999,Renault,second,petrol,8560000
2000,Ferrari,third,lpg,4810000
2001,Renault,first,cng,2070000
2002,Audi,third,petrol,4570000
2003,Volvo,second,lpg,2950000
2004,Porsche,third,petrol,2870000
2005,Tesla,first,diesel,5420000
2006,Toyota,third,diesel,7270000
2007,Renault,first,cng,5720000
2008,Audi,third,petrol,1150000
2009,Volkswagen,third,lpg,1800000
2010,Renault,first,diesel,2340000
2011,Porsche,first,petrol,8020000
2012,Tesla,third,petrol,8600000
2013,Volkswagen,first,lpg,7120000
2014,Volkswagen,first,diesel,6260000
2015,Jaguar,first,lpg,7640000
2016,Volkswagen,second,lpg,6920000
2017,Peugeot,third,diesel,6720000
2018,Volvo,third,cng,6930000
2019,Mercedes-Benz,third,petrol,7330000
2020,Audi,first,lpg,4430000
2021,Chevrolet,second,petrol,4860000
2022,Renault,first,lpg,8090000
2023,Jaguar,first,diesel,2810000
2024,Toyota,second,cng,8900000
2025,Peugeot,first,cng,1520000
2026,Toyota,third,cng,6760000
2027,Chevrolet,third,lpg,3000000
2028,Audi,third,lpg,4760000
2029,Audi,second,cng,8120000
2030,Ford,second,lpg,7240000
2031,Chevrolet,third,lpg,6520000
2032,Porsche,second,diesel,2370000
2033,Renault,third,petrol,9420000
2034,Chevrolet,second,lpg,3230000
2035,Porsche,third,petrol,7150000
2036,Ferrari,third,diesel,2210000
2037,Renault,first,diesel,5180000
2038,Renault,third,diesel,6730000
2039,Audi,second,diesel,2810000
2040,Peugeot,third,petrol,7680000
2041,Renault,second,cng,6870000
2042,Peugeot,third,petrol,1930000
2043,Tesla,second,diesel,9510000
2044,Renault,third,diesel,2040000
2045,BMW,third,diesel,5150000
2046,Mitsubishi,first,petrol,2740000
2047,Renault,third,cng,5560000
2048,Jaguar,second,diesel,5720000
2049,Lamborghini,second,lpg,5470000
2050,Renault,second,lpg,1330000
2051,Tesla,third,cng,8390000
2052,Renault,second,lpg,5600000
2053,Audi,first,lpg,2050000
2054,Peugeot,first,lpg,5540000
2055,Toyota,second,lpg,7060000
2056,Tesla,first,petrol,6790000
2057,Porsche,first,lpg,7730000
2058,Audi,second,lpg,4210000
2059,Ford,third,petrol,6430000
2060,Ferrari,first,diesel,2200000
2061,Tesla,first,lpg,9270000
2062,Volkswagen,third,diesel,7100000
2063,Porsche,third,petrol,4700000
2064,Ford,first,petrol,8470000
2065,Peugeot,third,petrol,1120000
2066,Volkswagen,second,petrol,9230000
2067,Volkswagen,first,diesel,7640000
2068,Audi,third,lpg,1620000
2069,Volkswagen,second,petrol,9250000
2070,Ford,third,petrol,3820000
2071,Honda,third,cng,6010000
2072,Renault,third,petrol,6850000
2073,Audi,second,petrol,5570000
2074,Jaguar,second,cng,3970000
2075,Porsche,third,cng,6650000
2076,Toyota,second,cng,8290000
2077,Nissan,third,diesel,7460000
2078,Volkswagen,second,petrol,3440000
2079,Tesla,third,petrol,6740000
2080,Volkswagen,third,lpg,2910000
2081,Peugeot,first,cng,4930000
2082,Ferrari,third,petrol,9380000
2083,Audi,first,petrol,4160000
2084,Tesla,third,petrol,2920000
2085,Toyota,third,diesel,1700000
2086,Audi,first,diesel,3790000
2087,Ferrari,third,diesel,8050000
2088,Jaguar,second,petrol,1830000
2089,Ferrari,second,lpg,1080000
2090,Renault,second,cng,8480000
2091,Volkswagen,first,diesel,8880000
2092,Peugeot,first,diesel,7100000
2093,BMW,first,cng,7580000
2094,Jaguar,second,petrol,2020000
2095,Tesla,second,diesel,7540000
2096,Volvo,first,cng,2400000
2097,Ford,first,petrol,2090000
2098,Audi,second,petrol,4560000
2099,Chevrolet,third,cng,7970000
2100,Ford,second,lpg,6150000
2101,Porsche,third,cng,9340000
2102,Volvo,second,petrol,6280000
2103,Volkswagen,first,diesel,5410000
2104,Porsche,second,diesel,5430000
2105,Volvo,second,diesel,4150000
2106,Porsche,first,petrol,1070000
2107,Renault,second,lpg,4030000
2108,Kia,second,cng,8610000
2109,Tesla,second,cng,6610000
2110,Ford,second,cng,3030000
2111,Ford,third,cng,6250000
2112,Toyota,second,diesel,7640000
2113,Chevrolet,second,petrol,3040000
2114,Volvo,first,petrol,5450000
2115,Chevrolet,first,petrol,6930000
2116,Volkswagen,second,lpg,9530000
2117,Lamborghini,first,diesel,3560000
2118,Ferrari,third,petrol,4330000
2119,Toyota,second,lpg,3970000
2120,Tesla,second,petrol,5230000
2121,Porsche,first,diesel,9450000
2122,Peugeot,first,lpg,1210000
2123,Renault,second,petrol,4500000
2124,Jaguar,second,lpg,6760000
2125,Ferrari,first,cng,7470000
2126,Toyota,second,petrol,1030000
2127,Toyota,second,lpg,6660000
2128,Jaguar,third,diesel,7420000
2129,Jaguar,first,petrol,6430000
2130,Jaguar,second,cng,6530000
2131,Volkswagen,first,cng,3640000
2132,Chevrolet,first,cng,6130000
2133,Ford,third,diesel,4050000
2134,BMW,first,lpg,2690000
2135,Porsche,third,cng,9040000
2136,Renault,third,diesel,5740000
2137,Jaguar,third,lpg,4380000
2138,Tesla,second,diesel,8600000
2139,Porsche,second,lpg,5110000
2140,Volkswagen,second,petrol,8020000
2141,Porsche,first,cng,2440000
2142,Mitsubishi,third,cng,6900000
2143,Peugeot,first,lpg,5410000
2144,Audi,second,diesel,9780000
2145,Lamborghini,second,lpg,7320000
2146,BMW,third,cng,7040000
2147,Ferrari,third,diesel,9510000
2148,Porsche,first,diesel,1320000
2149,Volkswagen,third,lpg,2360000
2150,Audi,first,lpg,7550000
2151,Renault,first,lpg,4980000
2152,Porsche,second,lpg,4630000
2153,Ferrari,third,petrol,9810000
2154,Ferrari,first,lpg,4690000
2155,Renault,first,cng,8020000
2156,Audi,second,diesel,4780000
2157,Tesla,third,petrol,6060000
2158,Volvo,second,petrol,7240000
2159,Porsche,first,petrol,7200000
2160,Ford,third,lpg,4890000
2161,Audi,third,cng,9640000
2162,Jaguar,third,lpg,4890000
2163,Tesla,second,cng,7350000
2164,Toyota,third,cng,9970000
2165,Chevrolet,third,lpg,7440000
2166,Jaguar,second,lpg,9180000
2167,Tesla,first,petrol,5600000
2168,Chevrolet,third,diesel,2950000
2169,Renault,first,diesel,6490000
2170,Ford,first,diesel,7280000
2171,Tesla,first,cng,2670000
2172,Chevrolet,first,petrol,1600000
2173,Toyota,third,petrol,8770000
2174,Ferrari,second,cng,3700000
2175,Audi,second,petrol,8050000
2176,Volkswagen,second,cng,2950000
2177,Volkswagen,second,lpg,2860000
2178,Audi,second,lpg,1830000
2179,Volvo,second,lpg,7410000
2180,Chevrolet,second,diesel,4410000
2181,Volvo,third,lpg,8380000
2182,Renault,first,cng,4830000
2183,Jaguar,first,diesel,2370000
2184,Volkswagen,first,diesel,6230000
2185,Audi,third,lpg,6720000
2186,Jaguar,first,petrol,9450000
2187,Volkswagen,third,petrol,6610000
2188,Chevrolet,third,petrol,4800000
2189,Tesla,third,cng,3910000
2190,BMW,third,cng,2120000
2191,Porsche,first,cng,4370000
2192,Renault,third,diesel,7780000
2193,Jaguar,third,lpg,5570000
2194,Porsche,first,petrol,2110000
2195,Audi,second,lpg,7530000
2196,Porsche,third,petrol,5570000
2197,Ford,second,cng,9490000
2198,Jaguar,first,cng,7700000
2199,Chevrolet,first,cng,9350000
2200,Ferrari,third,lpg,7050000
2201,Porsche,second,lpg,2520000
2202,Volkswagen,first,petrol,3640000
2203,Toyota,second,cng,2200000
2204,Tesla,first,lpg,8610000
2205,Volkswagen,third,petrol,4800000
2206,Volvo,third,diesel,1140000
2207,Volkswagen,first,petrol,7160000
2208,Volkswagen,first,lpg,2980000
2209,Volvo,third,cng,4090000
2210,Ferrari,third,lpg,8590000
2211,Tesla,second,diesel,5180000
2212,Chevrolet,first,petrol,4740000
2213,Jaguar,second,lpg,6200000
2214,Chevrolet,third,cng,2420000
2215,Volkswagen,third,petrol,5560000
2216,Jaguar,second,diesel,2960000
2217,Volvo,first,diesel,4810000
2218,Chevrolet,third,diesel,8720000
2219,Tesla,second,diesel,3490000
2220,Chevrolet,second,diesel,8420000
2221,Volvo,third,diesel,2370000
2222,Nissan,third,diesel,4160000
2223,BMW,third,petrol,7280000
2224,Chevrolet,third,cng,8440000
2225,Audi,first,cng,1450000
2226,Jeep,first,lpg,2560000
2227,Audi,second,diesel,9140000
2228,Jaguar,first,petrol,5820000
2229,Audi,first,diesel,5220000
2230,Audi,third,diesel,6790000
2231,Renault,second,diesel,7060000
2232,Chevrolet,third,cng,8650000
2233,Porsche,first,diesel,8540000
2234,Volkswagen,second,cng,3780000
2235,Toyota,second,diesel,8310000
2236,Toyota,first,diesel,7590000
2237,Volvo,first,diesel,7150000
2238,Ford,second,petrol,5820000
2239,Chevrolet,second,diesel,2930000
2240,Peugeot,first,cng,4630000
2241,Jaguar,first,lpg,5230000
2242,Jaguar,third,cng,6030000
2243,Ford,second,cng,2220000
2244,Volvo,third,diesel,1700000
2245,Mitsubishi,second,petrol,8860000
2246,Toyota,third,lpg,3740000
2247,Ford,first,diesel,8650000
2248,Chevrolet,first,cng,5450000
2249,Volvo,second,lpg,6640000
2250,Kia,first,petrol,9580000
2251,Toyota,third,petrol,5520000
2252,Ferrari,first,lpg,1380000
2253,Ford,second,cng,2850000
2254,Chevrolet,second,diesel,5150000
2255,Porsche,third,diesel,2220000
2256,Audi,second,lpg,4350000
2257,Volvo,first,cng,8350000
2258,Jaguar,third,cng,5370000
2259,Volkswagen,third,cng,3950000
2260,Peugeot,second,cng,3590000
2261,Toyota,first,petrol,7950000
2262,Porsche,first,lpg,8840000
2263,Ford,first,petrol,1040000
2264,Peugeot,second,cng,1150000
2265,Audi,second,cng,8590000
2266,Volvo,first,petrol,3610000
2267,Kia,second,diesel,2180000
2268,Tesla,third,lpg,1000000
2269,Chevrolet,second,petrol,3180000
2270,Toyota,first,cng,1020000
2271,Ford,first,diesel,5440000
2272,Ferrari,first,cng,9250000
2273,Ford,first,diesel,2370000
2274,Jaguar,first,lpg,5790000
2275,Ferrari,second,cng,9160000
2276,Volvo,second,lpg,7090000
2277,Audi,third,lpg,3740000
2278,Tesla,third,petrol,3720000
2279,Toyota,third,lpg,2580000
2280,Renault,second,lpg,5240000
2281,Jaguar,third,lpg,9050000
2282,Volvo,first,cng,6280000
2283,Volvo,second,petrol,7670000
2284,Jaguar,second,petrol,3550000
2285,Jaguar,first,lpg,5750000
2286,Renault,third,diesel,4040000
2287,Jaguar,third,lpg,9660000
2288,Peugeot,second,lpg,8290000
2289,Ferrari,second,lpg,4950000
2290,Jaguar,first,lpg,8290000
2291,Renault,first,diesel,1230000
2292,Porsche,first,lpg,1420000
2293,Chevrolet,first,cng,8820000
2294,Tesla,first,lpg,6840000
2295,Ford,third,cng,6660000
2296,BMW,second,cng,8520000
2297,Peugeot,third,petrol,9690000
2298,Volkswagen,second,cng,8540000
2299,Renault,third,petrol,4550000
2300,Ferrari,third,lpg,3960000
2301,Renault,second,petrol,4980000
2302,Toyota,second,lpg,9830000
2303,Audi,second,cng,9640000
2304,Ford,second,diesel,2300000
2305,Audi,first,diesel,2280000
2306,Chevrolet,third,lpg,2920000
2307,Toyota,third,petrol,9870000
2308,Jaguar,first,cng,3620000
2309,Chevrolet,first,lpg,1340000
2310,Tesla,second,diesel,1950000
2311,Volkswagen,third,lpg,6830000
2312,Audi,second,lpg,5660000
2313,Jaguar,second,cng,1360000
2314,Volkswagen,third,diesel,7290000
2315,Renault,first,lpg,3280000
2316,Porsche,third,cng,1850000
2317,Ferrari,second,lpg,7800000
2318,Ferrari,third,diesel,7040000
2319,Ford,first,cng,1970000
2320,Ford,first,petrol,7150000
2321,Toyota,third,petrol,3500000
2322,Ford,second,diesel,7030000
2323,Toyota,second,cng,4870000
2324,Jaguar,second,cng,3470000
2325,Chevrolet,third,lpg,5910000
2326,Renault,third,lpg,8200000
2327,Mitsubishi,first,lpg,4140000
2328,Renault,second,lpg,4870000
2329,Peugeot,second,lpg,8270000
2330,Ferrari,first,diesel,1590000
2331,Volvo,third,petrol,6540000
2332,Audi,third,cng,9250000
2333,Volkswagen,first,cng,8860000
2334,Renault,second,petrol,9790000
2335,Peugeot,third,cng,3680000
2336,Volvo,third,petrol,7220000
2337,Renault,second,petrol,1710000
2338,Ford,first,petrol,1610000
2339,Volvo,second,diesel,7110000
2340,Renault,third,diesel,3480000
2341,Jaguar,third,lpg,6640000
2342,Tesla,third,cng,1020000
2343,Renault,third,diesel,8920000
2344,Renault,third,cng,9740000
2345,Tesla,first,cng,9590000
2346,Kia,first,cng,2030000
2347,Volkswagen,second,petrol,8070000
2348,Volkswagen,third,lpg,7900000
2349,Lamborghini,second,diesel,2260000
2350,Jaguar,second,cng,9440000
2351,Porsche,first,cng,7930000
2352,Audi,first,lpg,1470000
2353,Toyota,first,cng,3220000
2354,Ferrari,second,diesel,2860000
2355,Tesla,third,diesel,6540000
2356,Chevrolet,second,lpg,7880000
2357,Volvo,first,diesel,8890000
2358,Kia,third,cng,4500000
2359,Renault,first,lpg,9350000
2360,Tesla,first,cng,1590000
2361,Ford,first,cng,4920000
2362,Volkswagen,second,diesel,6640000
2363,Renault,third,petrol,6140000
2364,Tesla,first,petrol,1740000
2365,Volvo,first,diesel,4130000
2366,Audi,third,lpg,7840000
2367,Peugeot,first,cng,7720000
2368,Toyota,first,petrol,5570000
2369,Mitsubishi,first,diesel,9700000
2370,Volvo,third,petrol,9260000
2371,Jaguar,third,lpg,4140000
2372,Peugeot,second,lpg,4750000
2373,Audi,first,petrol,4300000
2374,Ford,third,diesel,3800000
2375,Renault,first,diesel,5870000
2376,Volvo,first,lpg,1620000
2377,Peugeot,second,lpg,1830000
2378,Chevrolet,second,lpg,7500000
2379,Renault,third,cng,8670000
2380,Volvo,second,diesel,7100000
2381,Volvo,third,cng,2580000
2382,Chevrolet,third,petrol,2790000
2383,Chevrolet,third,diesel,7450000
2384,Jaguar,second,diesel,1960000
2385,Porsche,third,petrol,7490000
2386,Tesla,third,diesel,3070000
2387,Chevrolet,second,diesel,2580000
2388,Toyota,third,diesel,7500000
2389,Chevrolet,third,petrol,3540000
2390,Porsche,third,petrol,1700000
2391,Porsche,third,diesel,9430000
2392,Volvo,second,lpg,8350000
2393,Chevrolet,second,cng,2700000
2394,Porsche,second,cng,1420000
2395,Renault,second,lpg,6820000
2396,Ford,third,petrol,4400000
2397,Volkswagen,third,lpg,8570000
2398,Jaguar,third,lpg,5860000
2399,Toyota,third,lpg,2630000
2400,Ford,first,cng,2930000
2401,Volkswagen,second,cng,6580000
2402,Renault,first,lpg,9960000
2403,Jaguar,second,cng,9230000
2404,Tesla,third,lpg,3560000
2405,Jaguar,first,lpg,8590000
2406,Toyota,second,cng,5310000
2407,Peugeot,third,diesel,2630000
2408,Volvo,first,cng,2230000
2409,Peugeot,second,petrol,9370000
2410,Audi,second,petrol,7340000
2411,Jaguar,third,cng,5560000
2412,Audi,third,lpg,4560000
2413,Ferrari,first,diesel,9840000
2414,Jaguar,first,lpg,7140000
2415,Toyota,third,cng,5010000
2416,Jaguar,third,lpg,5610000
2417,Volvo,first,diesel,3250000
2418,Porsche,third,petrol,4190000
2419,Volvo,first,cng,7390000
2420,Tesla,third,diesel,9790000
2421,Tesla,first,cng,1640000
2422,Tesla,third,diesel,6360000
2423,Toyota,second,diesel,3260000
2424,Kia,first,petrol,4820000
2425,Ford,third,cng,5760000
2426,Toyota,second,diesel,2180000
2427,Chevrolet,third,diesel,7890000
2428,Porsche,third,diesel,1150000
2429,Volkswagen,first,lpg,1830000
2430,Tesla,third,diesel,2680000
2431,Audi,first,cng,8460000
2432,Jaguar,first,petrol,1410000
2433,Honda,second,lpg,9600000
2434,Peugeot,second,cng,3710000
2435,Nissan,second,petrol,8630000
2436,Ford,second,lpg,7000000
2437,Honda,second,diesel,8200000
2438,Renault,first,cng,4850000
2439,Toyota,second,lpg,6790000
2440,Tesla,second,diesel,3680000
2441,Ford,first,lpg,7840000
2442,Ford,third,lpg,3500000
2443,Peugeot,first,lpg,9970000
2444,Ferrari,third,diesel,4880000
2445,Renault,second,lpg,1600000
2446,Chevrolet,second,lpg,8440000
2447,Honda,first,diesel,4320000
2448,Tesla,second,diesel,6230000
2449,Toyota,third,lpg,3930000
2450,Porsche,first,lpg,5360000
2451,Chevrolet,second,lpg,5530000
2452,Honda,second,lpg,3390000
2453,Peugeot,second,diesel,6720000
2454,Peugeot,third,petrol,6030000
2455,Ferrari,third,petrol,8360000
2456,Peugeot,second,petrol,3450000
2457,Toyota,second,cng,9140000
2458,Volkswagen,second,lpg,5590000
2459,Porsche,third,petrol,6760000
2460,Toyota,third,lpg,4350000
2461,Renault,second,diesel,1660000
2462,Renault,second,petrol,4800000
2463,Ford,second,petrol,8320000
2464,Ferrari,first,diesel,1980000
2465,Chevrolet,third,lpg,3850000
2466,Audi,second,cng,1350000
2467,Porsche,third,petrol,4660000
2468,Volkswagen,second,petrol,3020000
2469,Chevrolet,third,lpg,2090000
2470,Chevrolet,first,lpg,4540000
2471,Jaguar,second,cng,7550000
2472,Ferrari,third,petrol,8330000
2473,Renault,first,petrol,1190000
2474,Jaguar,first,cng,9350000
2475,Chevrolet,second,diesel,8890000
2476,Ferrari,third,cng,4760000
2477,Peugeot,first,cng,2650000
2478,Ford,first,petrol,9490000
2479,Renault,second,petrol,6900000
2480,Renault,third,petrol,5400000
2481,Renault,first,cng,1060000
2482,Volkswagen,first,petrol,8660000
2483,Ferrari,first,petrol,6320000
2484,Audi,first,diesel,9670000
2485,Lamborghini,third,lpg,3120000
2486,Renault,first,diesel,1460000
2487,Renault,first,lpg,5540000
2488,Jaguar,third,petrol,3570000
2489,Volkswagen,first,cng,4660000
2490,Volkswagen,second,petrol,7560000
2491,Renault,first,petrol,2110000
2492,Chevrolet,first,petrol,5650000
2493,Renault,first,petrol,1340000
2494,Porsche,first,cng,7740000
2495,Ford,third,lpg,8270000
2496,Toyota,second,cng,3360000
2497,Renault,second,petrol,2900000
2498,Ferrari,second,cng,6400000
2499,Porsche,second,petrol,2410000
2500,Volvo,second,petrol,1540000
2501,Ferrari,first,diesel,9660000
2502,Tesla,second,lpg,8400000
2503,Tesla,third,diesel,5230000
2504,Renault,third,diesel,8750000
2505,Renault,first,cng,4240000
2506,Ford,third,lpg,3380000
2507,Jaguar,second,diesel,7610000
2508,Porsche,second,petrol,8430000
2509,Audi,second,diesel,1800000
2510,Ford,first,cng,5240000
2511,Porsche,third,diesel,1150000
2512,Lamborghini,first,cng,4160000
2513,Toyota,third,petrol,5620000
2514,Renault,second,lpg,4540000
2515,Peugeot,first,cng,5290000
2516,Tesla,third,cng,7010000
2517,Peugeot,second,lpg,3630000
2518,Audi,first,diesel,4470000
2519,Peugeot,third,petrol,4100000
2520,Volvo,first,diesel,2470000
2521,Jaguar,third,diesel,3620000
2522,Ferrari,second,petrol,3770000
2523,Ford,third,lpg,3920000
2524,Ferrari,first,lpg,3550000
2525,Renault,second,petrol,6980000
2526,Chevrolet,second,lpg,6360000
2527,Tesla,first,lpg,4790000
2528,Peugeot,first,petrol,4480000
2529,Jaguar,second,cng,1030000
2530,Volvo,second,diesel,4600000
2531,BMW,second,cng,1500000
2532,Ford,first,petrol,2990000
2533,Peugeot,second,cng,4510000
2534,Renault,third,diesel,1730000
2535,Volvo,first,cng,8730000
2536,Volkswagen,second,petrol,6470000
2537,Jaguar,first,lpg,3780000
2538,Tesla,second,petrol,1480000
2539,Renault,first,diesel,8100000
2540,Volvo,first,lpg,3920000
2541,Audi,third,petrol,8480000
2542,Volvo,third,petrol,4250000
2543,Audi,first,diesel,7100000
2544,Ford,third,petrol,8030000
2545,Ford,first,petrol,6640000
2546,Kia,third,lpg,1630000
2547,Jaguar,first,cng,6080000
2548,Audi,third,petrol,7310000
2549,Ford,first,lpg,2520000
2550,Peugeot,first,diesel,9200000
2551,Peugeot,second,petrol,1220000
2552,Jaguar,second,petrol,3170000
2553,Tesla,first,petrol,6730000
2554,Chevrolet,third,petrol,4670000
2555,Volvo,third,lpg,5250000
2556,Volkswagen,third,cng,4650000
